Numero de Poblacion;Minimo;Promedio;Maximo;Cromosoma del maximo
Inicial;0,00165331818845895;0,157801727657106;0,747967955583702;110111010110011011100110110110
1;0,0647000286634361;0,55018372589713;0,747967955583702;110111010110011011100110110110
2;0,030828987454182;0,482503227772838;0,747967955583702;110111010110011011100110110110
3;0,0468800842373005;0,547830527548239;0,747968058682027;110111010110011011100111110110
4;0,131094334306838;0,620133461564219;0,805973875415534;111001011101001110100001011100
5;0,144090173376684;0,608935268770965;0,747968058682027;110111010110011011100111110110
6;0,123326667369584;0,591671485101331;0,748280943275305;110111010111001011000010010110
7;0,0215935936122919;0,448495766054746;0,748280943275305;110111010111001011000010010110
8;0,36979534702548;0,642722262625057;0,819946212759727;111001111100111101101100111101
9;0,36979534702548;0,629850294030419;0,92910127062447;111101101100001000010101100111
10;0,211083045919662;0,611826069991403;0,92910127062447;111101101100001000010101100111
11;0,655676987171252;0,799371749110584;0,92910127062447;111101101100001000010101100111
12;0,0240947741768728;0,669238943041615;0,92910127062447;111101101100001000010101100111
13;0,180767831073973;0,647063790260509;0,907383736705161;111100111101101101101100111101
14;0,18115586970704;0,626198389888943;0,907383736705161;111100111101101101101100111101
15;0,180814743720609;0,640943976845286;0,876073409875322;111011111001110011100111101101
16;0,0785125056492211;0,583617229631789;0,953129986899563;111110011110110110111011100100
17;0,181184503914096;0,564853847102737;0,952584020324669;111110011101101101100111101111
18;0,0948719776886363;0,656313030813643;0,952584020324669;111110011101101101100111101111
19;0,64191439972134;0,778988210370165;0,952584020324669;111110011101101101100111101111
20;0,379536992839843;0,849090458430532;0,9775190024682;111111010001101100100111101111
