Numero de Poblacion;Minimo;Promedio;Maximo;Cromosoma del maximo
Inicial;0,0308648542979424;0,356519862722948;0,943393041387092;111110001010011000010101001100
1;0,0639342245997877;0,45206965488548;0,943393041387092;111110001010011000010101001100
2;0,0590356121823129;0,440764169405028;0,943393041387092;111110001010011000010101001100
3;0,0885192780488834;0,391380412822357;0,943393041387092;111110001010011000010101001100
4;0,0552384548912938;0,396616956972724;0,943393041387092;111110001010011000010101001100
5;0,0896207884233766;0,695855520177704;0,943393041387092;111110001010011000010101001100
6;0,104661835991128;0,657750401441873;0,943380366469784;111110001010010110100111101110
7;0,00654253624327212;0,526888420350715;0,943380366469784;111110001010010110100111101110
8;0,298581627544224;0,689697002576604;0,943380366469784;111110001010010110100111101110
9;0,0268341572973718;0,757959522332506;0,943380366469784;111110001010010110100111101110
10;0,235845091617446;0,833472492019815;0,973972699861093;111111001010010110000011101110
11;0,171232643341786;0,788828867889951;0,943439649487216;111110001010011110100111101110
12;0,0311887123175855;0,722635313476937;0,943439649487216;111110001010011110100111101110
13;0,0151812193213194;0,688228686265953;0,94338028505823;111110001010010110100111000001
14;0,0589612677030677;0,643260715099647;0,94338028505823;111110001010010110100111000001
