Numero de Poblacion;Minimo;Promedio;Maximo;Cromosoma del maximo
Inicial;0,0692242433085287;0,414402091123427;0,822516709505078;111010000010110001011111010101
1;0,109149423502507;0,505363283706137;0,889985689487511;111100011000001000001010101010
2;0,00751079799652226;0,516059130353465;0,889985689487511;111100011000001000001010101010
3;0,0182813275736154;0,59567097426537;0,965033952266371;111110110111110000001001101010
4;0,00374732779782433;0,482743110810152;0,866704795893043;111011100101010000001001101010
5;0,176692478831356;0,607769370782395;0,866704795893043;111011100101010000001001101010
6;0,0133209052436419;0,500766484123028;0,866705425359265;111011100101010000001111010101
7;8,91917609847106E-05;0,488824831143629;0,866715760429638;111011100101010001101100011101
8;0,117178418451605;0,649032877701763;0,911916710121608;111101000111011100101010000010
9;0,000524373413818092;0,567749032633135;0,911916758147062;111101000111011100101010011101
10;0,0897244968948013;0,637110560125921;0,911916758147062;111101000111011100101010011101
11;0,0546951337107744;0,593975742331109;0,911450536829793;111101000110011100101010011101
12;0,139014739928964;0,643022853448442;0,911450536829793;111101000110011100101010011101
13;0,0547667917101273;0,70589767294751;0,911451125435871;111101000110011100101111101000
14;0,0406005898378054;0,681284061877814;0,911450536829793;111101000110011100101010011101
15;0,000509152441948752;0,583658847501273;0,955212227490451;111110100011001110010101001110
16;0,339813138663561;0,587299544574393;0,967847940692797;111110111101100111010101011101
17;0,00595066031842862;0,670603155643998;0,967847940692797;111110111101100111010101011101
18;0,0952028062401753;0,781016958809873;0,95522347247705;111110100011001111110101101111
19;0,116809986663591;0,765138555721864;0,955221226023085;111110100011001111100010011101
20;0,210099672178326;0,774378096332619;0,979575443621441;111111010101111101000110011111
